# Wavelength [microns], Flux [mJy], Continuum [mJy]
4.900400095357326791e+00 8.572259546046596768e+01 8.142827530536821712e+01
4.901200095337117091e+00 8.321781731228470846e+01 8.142439935642700277e+01
4.902000095316907391e+00 8.398077029263015447e+01 8.142054283246969248e+01
4.902800095296697691e+00 8.335280791059629735e+01 8.141670571771325626e+01
4.903600095276487991e+00 8.340808543104840567e+01 8.141288799637479201e+01
4.904400095256278291e+00 8.407000309928962167e+01 8.140908965267124131e+01
4.905200095236068591e+00 8.443333151190824992e+01 8.140531067081965944e+01
4.906000095215858892e+00 8.505803726769582340e+01 8.140155103503707323e+01
4.906800095195649192e+00 8.515159167281619546e+01 8.139781072954049534e+01
4.907600095175439492e+00 8.536403004647830528e+01 8.139408973854696683e+01
4.908400095155229792e+00 8.989046827620312285e+01 8.139038804627348611e+01
4.909200095135020092e+00 9.650968483924232544e+01 8.138670563693706583e+01
4.910000095114810392e+00 9.037537297329950547e+01 8.138304249475474705e+01
4.910800095094600692e+00 8.891637189745742376e+01 8.137939860394357083e+01
4.911600095074390993e+00 8.392216112393602145e+01 8.137577394872053560e+01
4.912400095054181293e+00 8.137213851313147472e+01 8.137216851330266820e+01
4.913200095033971593e+00 8.143942816879713575e+01 8.136858228190695286e+01
4.914000095013761893e+00 8.136081889267764211e+01 8.136501523875047326e+01
4.914800094993552193e+00 8.204923583589062730e+01 8.136146736805022783e+01
4.915600094973342493e+00 8.414892230090292458e+01 8.135793865402320080e+01
4.916400094953132793e+00 8.625405191576645336e+01 8.135442908088644742e+01
4.917200094932923093e+00 8.806932279309584999e+01 8.135093863285699456e+01
4.918000094912713394e+00 8.614091395211040947e+01 8.134746729415185484e+01
4.918800094892503694e+00 8.427019808218902597e+01 8.134401504898804092e+01
4.919600094872293994e+00 8.781423227815436405e+01 8.134058188158260805e+01
4.920400094852084294e+00 9.493171922655531603e+01 8.133716777615252624e+01
4.921200094831874594e+00 9.759448056787199732e+01 8.133377271691486499e+01
4.922000094811664894e+00 9.049702206551928896e+01 8.133039668808662270e+01
4.922800094791455194e+00 8.446745583133542823e+01 8.132703967388482624e+01
4.923600094771245494e+00 8.259206879311336991e+01 8.132370165852647403e+01
4.924400094751035795e+00 7.971689316266729008e+01 8.132038262622863556e+01
4.925200094730826095e+00 7.858426458546803417e+01 8.131708256120825240e+01
4.926000094710616395e+00 8.232328653425969378e+01 8.131380144767820184e+01
4.926800094690406695e+00 8.532179942836039288e+01 8.131053926776422713e+01
4.927600094670196995e+00 8.599394950150329464e+01 8.130729599813852815e+01
4.928400094649987295e+00 8.448404805488215175e+01 8.130407161459383758e+01
4.929200094629777595e+00 8.316318324808526086e+01 8.130086609292273181e+01
4.930000094609567896e+00 8.334652185452685558e+01 8.129767940891785827e+01
4.930800094589358196e+00 8.773938099176595529e+01 8.129451153837186439e+01
4.931600094569148496e+00 9.615142877970623658e+01 8.129136245707738340e+01
4.932400094548938796e+00 9.732465302802862084e+01 8.128823214082702009e+01
4.933200094528729096e+00 9.165189210245546292e+01 8.128512056541346453e+01
4.934000094508519396e+00 8.483190820910098751e+01 8.128202770662930732e+01
4.934800094488309696e+00 8.164752547740962996e+01 8.127895354026722430e+01
4.935600094468099996e+00 8.158030298584327511e+01 8.127589804211979185e+01
4.936400094447890297e+00 8.208599279767410906e+01 8.127286118797968584e+01
4.937200094427680597e+00 8.463221604983995405e+01 8.126984295363953947e+01
4.938000094407470897e+00 8.476489684276201331e+01 8.126684331489200019e+01
4.938800094387261197e+00 8.728402205379470047e+01 8.126386224752965859e+01
4.939600094367051497e+00 8.567849429871779421e+01 8.126089972734520472e+01
4.940400094346841797e+00 8.435209036841881414e+01 8.125795573013125761e+01
4.941200094326632097e+00 8.312402623610473995e+01 8.125503023168042205e+01
4.942000094306422397e+00 8.527066112522827268e+01 8.125212320778535968e+01
4.942800094286212698e+00 9.225587880366856552e+01 8.124923463423868952e+01
4.943600094266002998e+00 9.832078580554946257e+01 8.124636448683305900e+01
4.944400094245793298e+00 9.707237110257968027e+01 8.124351274136111556e+01
4.945200094225583598e+00 8.708171286499465680e+01 8.124067937361549241e+01
4.946000094205373898e+00 8.344343739266119542e+01 8.123786435938882278e+01
4.946800094185164198e+00 8.155587086212838699e+01 8.123506767447369725e+01
4.947600094164954498e+00 8.146575362213070548e+01 8.123228929466283432e+01
4.948400094144744799e+00 8.333223699740911172e+01 8.122952919574875352e+01
4.949200094124535099e+00 8.543741468432958186e+01 8.122678735352421597e+01
4.950000094104325399e+00 8.588388487093523338e+01 8.122406374378178384e+01
4.950800094084115699e+00 8.344046714150019284e+01 8.122135834231410456e+01
4.951600094063905999e+00 8.224686358573175937e+01 8.121867112533904276e+01
4.952400094043696299e+00 8.234222351932211836e+01 8.121600210520735175e+01
4.953200094023486599e+00 8.337502723350168310e+01 8.121335135742566536e+01
4.954000094003276899e+00 8.823956466794601283e+01 8.121071896386449396e+01
4.954800093983067200e+00 9.384932630579791635e+01 8.120810500639431950e+01
4.955600093962857500e+00 9.596139934186167864e+01 8.120550956688558131e+01
4.956400093942647800e+00 9.195529200664755365e+01 8.120293272720881816e+01
4.957200093922438100e+00 8.428035123205714285e+01 8.120037456923451202e+01
4.958000093902228400e+00 8.413040654996076739e+01 8.119783517483313062e+01
4.958800093882018700e+00 8.599878574548870347e+01 8.119531462587517012e+01
4.959600093861809000e+00 8.655168368903048304e+01 8.119281300423112668e+01
4.960400093841599301e+00 8.670860176665460983e+01 8.119033039177148225e+01
4.961200093821389601e+00 8.442746283147430120e+01 8.118786687036671879e+01
4.962000093801179901e+00 8.275255259391038010e+01 8.118542252188733244e+01
4.962800093780970201e+00 8.130264791888801312e+01 8.118299742820383358e+01
4.963600093760760501e+00 8.195146471260802912e+01 8.118059167118663311e+01
4.964400093740550801e+00 8.372774993530903487e+01 8.117820533270632666e+01
4.965200093720341101e+00 8.479929446227970402e+01 8.117583849463328249e+01
4.966000093700131401e+00 8.994659592996850961e+01 8.117349123883809625e+01
4.966800093679921702e+00 9.609785353579590605e+01 8.117116364719119304e+01
4.967600093659712002e+00 9.521075735728959444e+01 8.116885580156306901e+01
4.968400093639502302e+00 8.675830961596645352e+01 8.116656778382423454e+01
4.969200093619292602e+00 8.276798780131379374e+01 8.116429967584512895e+01
4.970000093599082902e+00 8.310893329693674048e+01 8.116205155949631944e+01
4.970800093578873202e+00 8.469549786895480281e+01 8.115982351664821692e+01
4.971600093558663502e+00 8.470969309615573195e+01 8.115761562917134597e+01
4.972400093538453802e+00 8.530554117647542967e+01 8.115542797893618854e+01
4.973200093518244103e+00 8.382418076728671963e+01 8.115326064781325499e+01
4.974000093498034403e+00 8.296326640091703553e+01 8.115111371767297044e+01
4.974800093477824703e+00 8.263953838783686479e+01 8.114898727038587367e+01
4.975600093457615003e+00 8.344136276824818310e+01 8.114688138782246085e+01
4.976400093437405303e+00 8.285419521099490225e+01 8.114479615185315708e+01
4.977200093417195603e+00 8.407681762944554293e+01 8.114273164219534351e+01
4.978000093396985903e+00 8.955028547721286714e+01 8.114068786912372389e+01
4.978800093376776204e+00 9.460876853732172265e+01 8.113866476018394280e+01
4.979600093356566504e+00 9.465428536517960367e+01 8.113666223808574784e+01
4.980400093336356804e+00 8.849738332221379267e+01 8.113468022553871606e+01
4.981200093316147104e+00 8.467596073636327958e+01 8.113271864525259502e+01
4.982000093295937404e+00 8.368067072949749274e+01 8.113077741993701864e+01
4.982800093275727704e+00 8.412732019207800249e+01 8.112885647230164921e+01
4.983600093255518004e+00 8.428102280884769471e+01 8.112695572505619168e+01
4.984400093235308304e+00 8.347442351272852079e+01 8.112507510091030838e+01
4.985200093215098605e+00 8.215881438456149510e+01 8.112321452257363319e+01
4.986000093194888905e+00 8.077365568503854831e+01 8.112137391275587106e+01
4.986800093174679205e+00 8.240532922762571388e+01 8.111955319416669852e+01
4.987600093154469505e+00 8.313601366410966875e+01 8.111775228951574945e+01
4.988400093134259805e+00 8.331371690828234478e+01 8.111597112151275724e+01
4.989200093114050105e+00 8.323175033382423749e+01 8.111420961286731313e+01
4.990000093093840405e+00 8.939670691384279166e+01 8.111246768628912207e+01
4.990800093073630705e+00 9.574129488535282917e+01 8.111074526448790323e+01
4.991600093053421006e+00 9.432855760077951857e+01 8.110904227017327628e+01
4.992400093033211306e+00 8.847962379257918997e+01 8.110735862605491775e+01
