# RRKM rate for corannulene isomer 
En(eV)     K(E) s-1
3.719500  5.510310e+06
3.731898  5.759840e+06
3.744297  6.019116e+06
3.756695  6.288482e+06
3.769093  6.568238e+06
3.781492  6.858719e+06
3.793890  7.160304e+06
3.806288  7.473303e+06
3.818687  7.798123e+06
3.831085  8.135112e+06
3.843483  8.484644e+06
3.855882  8.847165e+06
3.868280  9.222941e+06
3.880678  9.612549e+06
3.893077  1.001629e+07
3.905475  1.043460e+07
3.917873  1.086802e+07
3.930272  1.131688e+07
3.942670  1.178170e+07
3.955068  1.226292e+07
3.967467  1.276109e+07
3.979865  1.327662e+07
3.992263  1.381015e+07
4.004662  1.436197e+07
4.017060  1.493276e+07
4.029458  1.552311e+07
4.041857  1.613349e+07
4.054255  1.676438e+07
4.066653  1.741660e+07
4.079052  1.809048e+07
4.091450  1.878675e+07
4.103848  1.950600e+07
4.116247  2.024885e+07
4.128645  2.101602e+07
4.141043  2.180802e+07
4.153442  2.262567e+07
4.165840  2.346955e+07
4.178238  2.434043e+07
4.190637  2.523908e+07
4.203035  2.616588e+07
4.215433  2.712180e+07
4.227832  2.810785e+07
4.240230  2.912441e+07
4.252628  3.017251e+07
4.265027  3.125274e+07
4.277425  3.236626e+07
4.289823  3.351348e+07
4.302222  3.469556e+07
4.314620  3.591318e+07
4.327018  3.716736e+07
4.339417  3.845900e+07
4.351815  3.978880e+07
4.364213  4.115797e+07
4.376612  4.256737e+07
4.389010  4.401760e+07
4.401408  4.551054e+07
4.413807  4.704627e+07
4.426205  4.862643e+07
4.438603  5.025145e+07
4.451002  5.192306e+07
4.463400  5.364190e+07
4.475798  5.540918e+07
4.488197  5.722648e+07
4.500595  5.909400e+07
4.512993  6.101363e+07
4.525392  6.298618e+07
4.537790  6.501296e+07
4.550188  6.709527e+07
4.562587  6.923437e+07
4.574985  7.143160e+07
4.587383  7.368784e+07
4.599782  7.600462e+07
4.612180  7.838335e+07
4.624578  8.082522e+07
4.636977  8.333160e+07
4.649375  8.590422e+07
4.661773  8.854431e+07
4.674172  9.125267e+07
4.686570  9.403239e+07
4.698968  9.688323e+07
4.711367  9.980714e+07
4.723765  1.028062e+08
4.736163  1.058818e+08
4.748562  1.090350e+08
4.760960  1.122677e+08
4.773358  1.155812e+08
4.785757  1.189792e+08
4.798155  1.224598e+08
4.810553  1.260272e+08
4.822952  1.296831e+08
4.835350  1.334282e+08
4.847748  1.372651e+08
4.860147  1.411952e+08
4.872545  1.452205e+08
4.884943  1.493421e+08
4.897342  1.535634e+08
4.909740  1.578849e+08
4.922138  1.623100e+08
4.934537  1.668391e+08
4.946935  1.714743e+08
4.959333  1.762191e+08
4.971732  1.810737e+08
4.984130  1.860421e+08
4.996528  1.911251e+08
5.008927  1.963251e+08
5.021325  2.016457e+08
5.033723  2.070862e+08
5.046122  2.126509e+08
5.058520  2.183411e+08
5.070918  2.241596e+08
5.083317  2.301088e+08
5.095715  2.361912e+08
5.108113  2.424085e+08
5.120512  2.487638e+08
5.132910  2.552591e+08
5.145308  2.618972e+08
5.157707  2.686803e+08
5.170105  2.756108e+08
5.182503  2.826922e+08
5.194902  2.899268e+08
5.207300  2.973137e+08
5.219698  3.048629e+08
5.232097  3.125712e+08
5.244495  3.204425e+08
5.256893  3.284810e+08
5.269292  3.366876e+08
5.281690  3.450669e+08
5.294088  3.536218e+08
5.306487  3.623555e+08
5.318885  3.712674e+08
5.331283  3.803636e+08
5.343682  3.896469e+08
5.356080  3.991199e+08
5.368478  4.087859e+08
5.380877  4.186479e+08
5.393275  4.287087e+08
5.405673  4.389721e+08
5.418072  4.494422e+08
5.430470  4.601195e+08
5.442868  4.710091e+08
5.455267  4.821133e+08
5.467665  4.934375e+08
5.480063  5.049854e+08
5.492462  5.167559e+08
5.504860  5.287595e+08
5.517258  5.409910e+08
5.529657  5.534589e+08
5.542055  5.661705e+08
5.554453  5.791263e+08
5.566852  5.923257e+08
5.579250  6.057767e+08
5.591648  6.194831e+08
5.604047  6.334475e+08
5.616445  6.476767e+08
5.628843  6.621699e+08
5.641242  6.769336e+08
5.653640  6.919686e+08
5.666038  7.072873e+08
5.678437  7.228865e+08
5.690835  7.387716e+08
5.703233  7.549462e+08
5.715632  7.714166e+08
5.728030  7.881826e+08
5.740428  8.052543e+08
5.752827  8.226353e+08
5.765225  8.403196e+08
5.777623  8.583305e+08
5.790022  8.766588e+08
5.802420  8.953115e+08
5.814818  9.142918e+08
5.827217  9.336032e+08
5.839615  9.532585e+08
5.852013  9.732593e+08
5.864412  9.936021e+08
5.876810  1.014302e+09
5.889208  1.035354e+09
5.901607  1.056773e+09
5.914005  1.078554e+09
5.926403  1.100713e+09
5.938802  1.123251e+09
5.951200  1.146167e+09
5.963598  1.169466e+09
5.975997  1.193160e+09
5.988395  1.217255e+09
6.000793  1.241750e+09
6.013192  1.266651e+09
6.025590  1.291966e+09
6.037988  1.317703e+09
6.050387  1.343864e+09
6.062785  1.370441e+09
6.075183  1.397467e+09
6.087582  1.424929e+09
6.099980  1.452830e+09
6.112378  1.481193e+09
6.124777  1.510002e+09
6.137175  1.539275e+09
6.149573  1.569020e+09
6.161972  1.599250e+09
6.174370  1.629942e+09
6.186768  1.661125e+09
6.199167  1.692808e+09
6.211565  1.724980e+09
6.223963  1.757659e+09
6.236362  1.790846e+09
6.248760  1.824554e+09
6.261159  1.858776e+09
6.273557  1.893532e+09
6.285955  1.928818e+09
6.298354  1.964648e+09
6.310752  2.001030e+09
6.323150  2.037961e+09
6.335549  2.075449e+09
6.347947  2.113517e+09
6.360345  2.152147e+09
6.372744  2.191347e+09
6.385142  2.231155e+09
6.397540  2.271545e+09
6.409939  2.312535e+09
6.422337  2.354140e+09
6.434735  2.396351e+09
6.447134  2.439176e+09
6.459532  2.482637e+09
6.471930  2.526734e+09
6.484329  2.571478e+09
6.496727  2.616867e+09
6.509125  2.662911e+09
6.521524  2.709616e+09
6.533922  2.756993e+09
6.546320  2.805045e+09
6.558719  2.853791e+09
6.571117  2.903226e+09
6.583515  2.953364e+09
6.595914  3.004209e+09
6.608312  3.055765e+09
6.620710  3.108050e+09
6.633109  3.161061e+09
6.645507  3.214814e+09
6.657905  3.269301e+09
6.670304  3.324572e+09
6.682702  3.380602e+09
6.695100  3.437389e+09
6.707499  3.494930e+09
6.719897  3.553280e+09
6.732295  3.612431e+09
6.744694  3.672399e+09
6.757092  3.733137e+09
6.769490  3.794729e+09
6.781889  3.857132e+09
6.794287  3.920384e+09
6.806685  3.984474e+09
6.819084  4.049407e+09
6.831482  4.115211e+09
6.843880  4.181899e+09
6.856279  4.249445e+09
6.868677  4.317885e+09
6.881075  4.387223e+09
6.893474  4.457468e+09
6.905872  4.528628e+09
6.918270  4.600710e+09
6.930669  4.673713e+09
6.943067  4.747675e+09
6.955465  4.822591e+09
6.967864  4.898439e+09
6.980262  4.975290e+09
6.992660  5.053072e+09
7.005059  5.131876e+09
7.017457  5.211715e+09
7.029855  5.292498e+09
7.042254  5.374328e+09
7.054652  5.457153e+09
7.067050  5.541041e+09
7.079449  5.625942e+09
7.091847  5.711956e+09
7.104245  5.798973e+09
7.116644  5.887088e+09
7.129042  5.976311e+09
7.141440  6.066593e+09
7.153839  6.157982e+09
7.166237  6.250504e+09
7.178635  6.344129e+09
7.191034  6.438904e+09
7.203432  6.534828e+09
7.215830  6.631916e+09
7.228229  6.730148e+09
7.240627  6.829523e+09
7.253025  6.930117e+09
7.265424  7.031928e+09
7.277822  7.134915e+09
7.290220  7.239130e+09
7.302619  7.344576e+09
7.315017  7.451248e+09
7.327415  7.559204e+09
7.339814  7.668347e+09
7.352212  7.778874e+09
7.364610  7.890586e+09
7.377009  8.003619e+09
7.389407  8.117997e+09
7.401805  8.233663e+09
7.414204  8.350641e+09
7.426602  8.468955e+09
7.439000  8.588637e+09
7.451399  8.709673e+09
7.463797  8.832059e+09
7.476195  8.955848e+09
7.488594  9.081033e+09
7.500992  9.207622e+09
7.513390  9.335636e+09
7.525789  9.465085e+09
7.538187  9.595917e+09
7.550585  9.728290e+09
7.562984  9.862076e+09
7.575382  9.997363e+09
7.587780  1.013410e+10
7.600179  1.027237e+10
7.612577  1.041213e+10
7.624975  1.055344e+10
7.637374  1.069629e+10
7.649772  1.084068e+10
7.662170  1.098662e+10
7.674569  1.113416e+10
7.686967  1.128327e+10
7.699365  1.143399e+10
7.711764  1.158632e+10
7.724162  1.174019e+10
7.736560  1.189581e+10
7.748959  1.205305e+10
7.761357  1.221188e+10
7.773755  1.237251e+10
7.786154  1.253474e+10
7.798552  1.269865e+10
7.810950  1.286434e+10
7.823349  1.303175e+10
7.835747  1.320090e+10
7.848145  1.337172e+10
7.860544  1.354443e+10
7.872942  1.371885e+10
7.885340  1.389503e+10
7.897739  1.407309e+10
7.910137  1.425290e+10
7.922535  1.443458e+10
7.934934  1.461810e+10
7.947332  1.480345e+10
7.959730  1.499071e+10
7.972129  1.517982e+10
7.984527  1.537088e+10
7.996925  1.556384e+10
8.009324  1.575871e+10
8.021722  1.595559e+10
8.034120  1.615431e+10
8.046519  1.635507e+10
8.058917  1.655772e+10
8.071315  1.676249e+10
8.083714  1.696922e+10
8.096112  1.717792e+10
8.108510  1.738890e+10
8.120909  1.760172e+10
8.133307  1.781651e+10
8.145705  1.803352e+10
8.158104  1.825269e+10
8.170502  1.847395e+10
8.182900  1.869725e+10
8.195299  1.892266e+10
8.207697  1.915029e+10
8.220095  1.938010e+10
8.232494  1.961208e+10
8.244892  1.984631e+10
8.257290  2.008272e+10
8.269689  2.032138e+10
8.282087  2.056223e+10
8.294485  2.080534e+10
8.306884  2.105078e+10
8.319282  2.129850e+10
8.331680  2.154848e+10
8.344079  2.180079e+10
8.356477  2.205546e+10
8.368875  2.231249e+10
8.381274  2.257187e+10
8.393672  2.283352e+10
8.406070  2.309775e+10
8.418469  2.336428e+10
8.430867  2.363337e+10
8.443265  2.390481e+10
8.455664  2.417870e+10
8.468062  2.445504e+10
8.480460  2.473392e+10
8.492859  2.501533e+10
8.505257  2.529920e+10
8.517655  2.558558e+10
8.530054  2.587467e+10
8.542452  2.616620e+10
8.554850  2.646038e+10
8.567249  2.675708e+10
8.579647  2.705643e+10
8.592045  2.735844e+10
8.604444  2.766314e+10
8.616842  2.797043e+10
8.629240  2.828042e+10
8.641639  2.859312e+10
8.654037  2.890852e+10
8.666435  2.922670e+10
8.678834  2.954759e+10
8.691232  2.987127e+10
8.703630  3.019773e+10
8.716029  3.052697e+10
8.728427  3.085906e+10
8.740825  3.119396e+10
8.753224  3.153172e+10
8.765622  3.187231e+10
8.778020  3.221601e+10
8.790419  3.256227e+10
8.802817  3.291172e+10
8.815215  3.326395e+10
8.827614  3.361904e+10
8.840012  3.397721e+10
8.852410  3.433845e+10
8.864809  3.470257e+10
8.877207  3.506969e+10
8.889605  3.543989e+10
8.902004  3.581334e+10
8.914402  3.618968e+10
8.926800  3.656914e+10
8.939199  3.695158e+10
8.951597  3.733728e+10
8.963995  3.772618e+10
8.976394  3.811815e+10
8.988792  3.851332e+10
9.001190  3.891175e+10
9.013589  3.931332e+10
9.025987  3.971817e+10
9.038385  4.012625e+10
9.050784  4.053757e+10
9.063182  4.095219e+10
9.075580  4.137008e+10
9.087979  4.179135e+10
9.100377  4.221609e+10
9.112775  4.264393e+10
9.125174  4.307512e+10
9.137572  4.351003e+10
9.149970  4.394808e+10
9.162369  4.438952e+10
9.174767  4.483465e+10
9.187165  4.528309e+10
9.199564  4.573488e+10
9.211962  4.619056e+10
9.224360  4.664975e+10
9.236759  4.711211e+10
9.249157  4.757815e+10
9.261555  4.804795e+10
9.273954  4.852125e+10
9.286352  4.899811e+10
9.298750  4.947871e+10
9.311149  4.996281e+10
9.323547  5.045084e+10
9.335945  5.094237e+10
9.348344  5.143748e+10
9.360742  5.193657e+10
9.373140  5.243930e+10
9.385539  5.294583e+10
9.397937  5.345619e+10
9.410335  5.397033e+10
9.422734  5.448829e+10
9.435132  5.501002e+10
9.447530  5.553592e+10
9.459929  5.606514e+10
9.472327  5.659846e+10
9.484725  5.713623e+10
9.497124  5.767753e+10
9.509522  5.822279e+10
9.521920  5.877204e+10
9.534319  5.932497e+10
9.546717  5.988240e+10
9.559115  6.044390e+10
9.571514  6.100909e+10
9.583912  6.157848e+10
9.596310  6.215187e+10
9.608709  6.272968e+10
9.621107  6.331158e+10
9.633505  6.389727e+10
9.645904  6.448752e+10
9.658302  6.508204e+10
9.670700  6.568047e+10
9.683099  6.628349e+10
9.695497  6.689035e+10
9.707895  6.750171e+10
9.720294  6.811742e+10
9.732692  6.873731e+10
9.745090  6.936169e+10
9.757489  6.999014e+10
9.769887  7.062335e+10
9.782285  7.126071e+10
9.794684  7.190251e+10
9.807082  7.254888e+10
9.819480  7.319918e+10
9.831879  7.385478e+10
9.844277  7.451446e+10
9.856675  7.517841e+10
9.869074  7.584754e+10
9.881472  7.652092e+10
9.893870  7.719873e+10
9.906269  7.788145e+10
9.918667  7.856829e+10
9.931065  7.926042e+10
9.943464  7.995675e+10
9.955862  8.065779e+10
9.968260  8.136387e+10
9.980659  8.207426e+10
9.993057  8.278954e+10
10.005455  8.350956e+10
10.017854  8.423475e+10
10.030252  8.496394e+10
10.042650  8.569889e+10
10.055049  8.643822e+10
10.067447  8.718241e+10
10.079845  8.793154e+10
10.092244  8.868541e+10
10.104642  8.944455e+10
10.117040  9.020839e+10
10.129439  9.097742e+10
10.141837  9.175126e+10
10.154235  9.253028e+10
10.166634  9.331404e+10
10.179032  9.410315e+10
10.191430  9.489728e+10
10.203829  9.569681e+10
10.216227  9.650119e+10
10.228625  9.731053e+10
10.241024  9.812494e+10
10.253422  9.894509e+10
10.265820  9.977020e+10
10.278219  1.006002e+11
10.290617  1.014362e+11
10.303015  1.022767e+11
10.315414  1.031228e+11
10.327812  1.039744e+11
10.340210  1.048313e+11
10.352609  1.056933e+11
10.365007  1.065609e+11
10.377405  1.074339e+11
10.389804  1.083122e+11
10.402202  1.091960e+11
10.414600  1.100853e+11
10.426999  1.109802e+11
10.439397  1.118805e+11
10.451795  1.127864e+11
10.464194  1.136978e+11
10.476592  1.146145e+11
10.488990  1.155372e+11
10.501389  1.164652e+11
10.513787  1.173994e+11
10.526185  1.183388e+11
10.538584  1.192841e+11
10.550982  1.202348e+11
10.563380  1.211913e+11
10.575779  1.221535e+11
10.588177  1.231216e+11
10.600575  1.240956e+11
10.612974  1.250757e+11
10.625372  1.260609e+11
10.637770  1.270529e+11
10.650169  1.280502e+11
10.662567  1.290538e+11
10.674965  1.300625e+11
10.687364  1.310782e+11
10.699762  1.320993e+11
10.712160  1.331262e+11
10.724559  1.341593e+11
10.736957  1.351985e+11
10.749355  1.362438e+11
10.761754  1.372950e+11
10.774152  1.383526e+11
10.786550  1.394163e+11
10.798949  1.404861e+11
10.811347  1.415620e+11
10.823745  1.426438e+11
10.836144  1.437325e+11
10.848542  1.448273e+11
10.860940  1.459281e+11
10.873339  1.470352e+11
10.885737  1.481488e+11
10.898135  1.492678e+11
10.910534  1.503944e+11
10.922932  1.515266e+11
10.935330  1.526656e+11
10.947729  1.538107e+11
10.960127  1.549631e+11
10.972525  1.561203e+11
10.984924  1.572856e+11
10.997322  1.584571e+11
11.009720  1.596345e+11
11.022119  1.608194e+11
11.034517  1.620098e+11
11.046915  1.632073e+11
11.059314  1.644115e+11
11.071712  1.656222e+11
11.084110  1.668398e+11
11.096509  1.680639e+11
11.108907  1.692950e+11
11.121305  1.705328e+11
11.133704  1.717768e+11
11.146102  1.730281e+11
11.158500  1.742861e+11
11.170899  1.755512e+11
11.183297  1.768228e+11
11.195695  1.781009e+11
11.208094  1.793866e+11
11.220492  1.806791e+11
11.232890  1.819784e+11
11.245289  1.832843e+11
11.257687  1.845976e+11
11.270085  1.859180e+11
11.282484  1.872452e+11
11.294882  1.885799e+11
11.307280  1.899209e+11
11.319679  1.912695e+11
11.332077  1.926246e+11
11.344475  1.939882e+11
11.356874  1.953586e+11
11.369272  1.967349e+11
11.381670  1.981193e+11
11.394069  1.995109e+11
11.406467  2.009091e+11
11.418865  2.023162e+11
11.431264  2.037293e+11
11.443662  2.051513e+11
11.456060  2.065796e+11
11.468459  2.080149e+11
11.480857  2.094572e+11
11.493255  2.109079e+11
11.505654  2.123657e+11
11.518052  2.138309e+11
11.530450  2.153040e+11
11.542849  2.167841e+11
11.555247  2.182726e+11
11.567645  2.197675e+11
11.580044  2.212703e+11
11.592442  2.227813e+11
11.604840  2.242991e+11
11.617239  2.258257e+11
11.629637  2.273593e+11
11.642035  2.289005e+11
11.654434  2.304498e+11
11.666832  2.320062e+11
11.679230  2.335708e+11
11.691629  2.351432e+11
11.704027  2.367234e+11
11.716425  2.383114e+11
11.728824  2.399070e+11
11.741222  2.415111e+11
11.753620  2.431235e+11
11.766019  2.447418e+11
11.778417  2.463693e+11
11.790815  2.480043e+11
11.803214  2.496480e+11
11.815612  2.513003e+11
11.828010  2.529597e+11
11.840409  2.546268e+11
11.852807  2.563041e+11
11.865205  2.579874e+11
11.877604  2.596799e+11
11.890002  2.613793e+11
11.902400  2.630883e+11
11.914799  2.648041e+11
11.927197  2.665294e+11
11.939595  2.682622e+11
11.951994  2.700041e+11
11.964392  2.717534e+11
11.976790  2.735114e+11
11.989189  2.752780e+11
12.001587  2.770523e+11
12.013985  2.788362e+11
12.026384  2.806279e+11
12.038782  2.824276e+11
12.051180  2.842357e+11
12.063579  2.860525e+11
12.075977  2.878783e+11
12.088375  2.897126e+11
12.100774  2.915547e+11
12.113172  2.934060e+11
12.125570  2.952655e+11
12.137969  2.971340e+11
12.150367  2.990110e+11
12.162765  3.008965e+11
12.175164  3.027909e+11
12.187562  3.046940e+11
12.199960  3.066058e+11
12.212359  3.085264e+11
12.224757  3.104543e+11
12.237155  3.123915e+11
12.249554  3.143408e+11
12.261952  3.162949e+11
12.274350  3.182618e+11
12.286749  3.202339e+11
12.299147  3.222195e+11
12.311545  3.242081e+11
12.323944  3.262102e+11
12.336342  3.282186e+11
12.348740  3.302366e+11
12.361139  3.322669e+11
12.373537  3.343014e+11
12.385935  3.363485e+11
12.398334  3.384030e+11
12.410732  3.404682e+11
12.423130  3.425395e+11
12.435529  3.446224e+11
12.447927  3.467143e+11
12.460325  3.488144e+11
12.472724  3.509254e+11
12.485122  3.530437e+11
12.497520  3.551725e+11
12.509919  3.573106e+11
12.522317  3.594574e+11
12.534715  3.616143e+11
12.547114  3.637799e+11
12.559512  3.659551e+11
12.571910  3.681402e+11
12.584309  3.703343e+11
12.596707  3.725386e+11
12.609105  3.747518e+11
12.621504  3.769744e+11
12.633902  3.792074e+11
12.646300  3.814488e+11
12.658699  3.837001e+11
12.671097  3.859612e+11
12.683495  3.882327e+11
12.695894  3.905132e+11
12.708292  3.928020e+11
12.720690  3.951022e+11
12.733089  3.974126e+11
12.745487  3.997324e+11
12.757885  4.020595e+11
12.770284  4.043982e+11
12.782682  4.067488e+11
12.795080  4.091082e+11
12.807479  4.114764e+11
12.819877  4.138542e+11
12.832275  4.162419e+11
12.844674  4.186402e+11
12.857072  4.210478e+11
12.869470  4.234661e+11
12.881869  4.258948e+11
12.894267  4.283322e+11
12.906665  4.307809e+11
12.919064  4.332392e+11
12.931462  4.357070e+11
12.943860  4.381862e+11
12.956259  4.406745e+11
12.968657  4.431721e+11
12.981055  4.456816e+11
12.993454  4.482017e+11
13.005852  4.507297e+11
13.018250  4.532706e+11
13.030649  4.558194e+11
13.043047  4.583793e+11
13.055445  4.609500e+11
13.067844  4.635316e+11
13.080242  4.661224e+11
13.092640  4.687245e+11
13.105039  4.713363e+11
13.117437  4.739584e+11
13.129835  4.765920e+11
13.142234  4.792334e+11
13.154632  4.818877e+11
13.167030  4.845549e+11
13.179429  4.872271e+11
13.191827  4.899153e+11
13.204225  4.926112e+11
13.216624  4.953176e+11
13.229022  4.980344e+11
13.241420  5.007620e+11
13.253819  5.035031e+11
13.266217  5.062526e+11
13.278615  5.090100e+11
13.291014  5.117830e+11
13.303412  5.145643e+11
13.315810  5.173550e+11
13.328209  5.201604e+11
13.340607  5.229749e+11
13.353005  5.257996e+11
13.365404  5.286340e+11
13.377802  5.314800e+11
13.390200  5.343374e+11
13.402599  5.372078e+11
13.414997  5.400850e+11
13.427395  5.429758e+11
13.439794  5.458776e+11
13.452192  5.487913e+11
13.464590  5.517134e+11
13.476989  5.546481e+11
13.489387  5.575940e+11
13.501785  5.605528e+11
13.514184  5.635203e+11
13.526582  5.664996e+11
13.538980  5.694900e+11
13.551379  5.724912e+11
13.563777  5.755050e+11
13.576175  5.785284e+11
13.588574  5.815645e+11
13.600972  5.846108e+11
13.613370  5.876684e+11
13.625769  5.907367e+11
13.638167  5.938168e+11
13.650565  5.969103e+11
13.662964  6.000166e+11
13.675362  6.031282e+11
13.687760  6.062552e+11
13.700159  6.093939e+11
13.712557  6.125450e+11
13.724955  6.157031e+11
13.737354  6.188771e+11
13.749752  6.220602e+11
13.762150  6.252588e+11
13.774549  6.284630e+11
13.786947  6.316837e+11
13.799345  6.349141e+11
13.811744  6.381538e+11
13.824142  6.414073e+11
13.836540  6.446761e+11
13.848939  6.479505e+11
13.861337  6.512408e+11
13.873735  6.545390e+11
13.886134  6.578535e+11
13.898532  6.611772e+11
13.910930  6.645112e+11
13.923329  6.678612e+11
13.935727  6.712218e+11
13.948125  6.745921e+11
13.960524  6.779767e+11
13.972922  6.813727e+11
13.985320  6.847804e+11
13.997719  6.881992e+11
14.010117  6.916296e+11
14.022515  6.950745e+11
14.034914  6.985302e+11
14.047312  7.019987e+11
14.059710  7.054779e+11
14.072109  7.089698e+11
14.084507  7.124727e+11
14.096905  7.159919e+11
14.109304  7.195167e+11
14.121702  7.230587e+11
14.134100  7.266146e+11
14.146499  7.301758e+11
14.158897  7.337512e+11
14.171295  7.373459e+11
14.183694  7.409466e+11
14.196092  7.445600e+11
14.208490  7.481854e+11
14.220889  7.518234e+11
14.233287  7.554753e+11
14.245685  7.591385e+11
14.258084  7.628140e+11
14.270482  7.665033e+11
14.282880  7.702061e+11
14.295279  7.739185e+11
14.307677  7.776398e+11
14.320075  7.813818e+11
14.332474  7.851323e+11
14.344872  7.889005e+11
14.357270  7.926754e+11
14.369669  7.964620e+11
14.382067  8.002656e+11
14.394465  8.040793e+11
14.406864  8.079030e+11
14.419262  8.117414e+11
14.431660  8.155944e+11
14.444059  8.194603e+11
14.456457  8.233375e+11
14.468855  8.272304e+11
14.481254  8.311332e+11
14.493652  8.350483e+11
14.506050  8.389761e+11
14.518449  8.429175e+11
14.530847  8.468721e+11
14.543245  8.508394e+11
14.555644  8.548196e+11
14.568042  8.588120e+11
14.580440  8.628190e+11
14.592839  8.668394e+11
14.605237  8.708668e+11
14.617635  8.749119e+11
14.630034  8.789750e+11
14.642432  8.830440e+11
14.654830  8.871300e+11
14.667229  8.912255e+11
14.679627  8.953379e+11
14.692025  8.994612e+11
14.704424  9.036006e+11
