# Wavelength [microns], Flux [mJy], Continuum [mJy]
4.916400094953132793e+00 4.083725291446680394e+00 3.272163926868706163e+00
4.917200094932923093e+00 4.117712399573295379e+00 3.272282052019494181e+00
4.918000094912713394e+00 4.313392080605076728e+00 3.272400177170285307e+00
4.918800094892503694e+00 4.339819381246589280e+00 3.272518302321080430e+00
4.919600094872293994e+00 4.283773302181915099e+00 3.272636427471877774e+00
4.920400094852084294e+00 4.373476322494552093e+00 3.272754552622677782e+00
4.921200094831874594e+00 4.186725631985723339e+00 3.272872677773482231e+00
4.922000094811664894e+00 4.219604965528073848e+00 3.272990802924288900e+00
4.922800094791455194e+00 4.391876959806319647e+00 3.273108928075098234e+00
4.923600094771245494e+00 4.347273537350246464e+00 3.273227053225912009e+00
4.924400094751035795e+00 4.298707339363698310e+00 3.273345178376727116e+00
4.925200094730826095e+00 4.338117519083427354e+00 3.273463303527546664e+00
4.926000094710616395e+00 4.125651618119318798e+00 3.273581428678368876e+00
4.926800094690406695e+00 4.166567820542231182e+00 3.273699553829195086e+00
4.927600094670196995e+00 4.231442695067232584e+00 3.273817678980022627e+00
4.928400094649987295e+00 4.253736788179392825e+00 3.273935804130854166e+00
4.929200094629777595e+00 4.211615826889200775e+00 3.274053929281690145e+00
4.930000094609567896e+00 4.217073035735509734e+00 3.274172054432527013e+00
4.930800094589358196e+00 4.447872161856399664e+00 3.274290179583368321e+00
4.931600094569148496e+00 4.469323797240003948e+00 3.274408304734211850e+00
4.932400094548938796e+00 4.266275820520832873e+00 3.274526429885059375e+00
4.933200094528729096e+00 4.180759142578777343e+00 3.274644555035909121e+00
4.934000094508519396e+00 4.205562185664851071e+00 3.274762680186762864e+00
4.934800094488309696e+00 4.172770199786668854e+00 3.274880805337618828e+00
4.935600094468099996e+00 4.003027165929433195e+00 3.274998930488478788e+00
4.936400094447890297e+00 3.960558545972720612e+00 3.275117055639341412e+00
4.937200094427680597e+00 3.985678582067841091e+00 3.275235180790207146e+00
4.938000094407470897e+00 4.027079205632739800e+00 3.275353305941075988e+00
4.938800094387261197e+00 3.948914950669840884e+00 3.275471431091947050e+00
4.939600094367051497e+00 4.179529456538238819e+00 3.275589556242822997e+00
4.940400094346841797e+00 4.364340950708862188e+00 3.275707681393700277e+00
4.941200094326632097e+00 4.297486328928138200e+00 3.275825806544582441e+00
4.942000094306422397e+00 4.234560134511549556e+00 3.275943931695465938e+00
4.942800094286212698e+00 4.197958815684758704e+00 3.276062056846353876e+00
4.943600094266002998e+00 4.119788651505325916e+00 3.276180181997243590e+00
4.944400094245793298e+00 4.291018375296872023e+00 3.276298307148137301e+00
4.945200094225583598e+00 4.331620100393706707e+00 3.276416432299034120e+00
4.946000094205373898e+00 4.343009971268132041e+00 3.276534557449933605e+00
4.946800094185164198e+00 4.217419702494057177e+00 3.276652682600836197e+00
4.947600094164954498e+00 4.147835549457558280e+00 3.276770807751741899e+00
4.948400094144744799e+00 4.064984228222296991e+00 3.276888932902651597e+00
4.949200094124535099e+00 4.040969939478327611e+00 3.277007058053563515e+00
4.950000094104325399e+00 4.179915145721372127e+00 3.277125183204478542e+00
4.950800094084115699e+00 4.211798473001684862e+00 3.277243308355397122e+00
4.951600094063905999e+00 4.287409416860290534e+00 3.277361433506318367e+00
4.952400094043696299e+00 4.321786939648939452e+00 3.277479558657243608e+00
4.953200094023486599e+00 4.209771719327055628e+00 3.277597683808170625e+00
4.954000094003276899e+00 4.207164944559488085e+00 3.277715808959100752e+00
4.954800093983067200e+00 4.148539464938765242e+00 3.277833934110034431e+00
4.955600093962857500e+00 4.081468186089650452e+00 3.277952059260972106e+00
4.956400093942647800e+00 4.339863544605092827e+00 3.278070184411911558e+00
4.957200093922438100e+00 4.309703835111312387e+00 3.278188309562855007e+00
4.958000093902228400e+00 4.157774470603652794e+00 3.278306434713800677e+00
4.958800093882018700e+00 4.126849839706372869e+00 3.278424559864749899e+00
