       No.    E-Emin     Density     Sum
       539    53800.0  8.42119E+38  9.74856E+41
       540    53900.0  9.20557E+38  1.06691E+42
       541    54000.0  1.00619E+39  1.16753E+42
       542    54100.0  1.09967E+39  1.27750E+42
       543    54200.0  1.20171E+39  1.39767E+42
       544    54300.0  1.31307E+39  1.52898E+42
       545    54400.0  1.43459E+39  1.67243E+42
       546    54500.0  1.56720E+39  1.82915E+42
       547    54600.0  1.71187E+39  2.00034E+42
       548    54700.0  1.86971E+39  2.18731E+42
       549    54800.0  2.04187E+39  2.39150E+42
       550    54900.0  2.22965E+39  2.61446E+42
       551    55000.0  2.43445E+39  2.85791E+42
       552    55100.0  2.65777E+39  3.12369E+42
       553    55200.0  2.90127E+39  3.41381E+42
       554    55300.0  3.16675E+39  3.73049E+42
       555    55400.0  3.45615E+39  4.07610E+42
       556    55500.0  3.77161E+39  4.45326E+42
       557    55600.0  4.11543E+39  4.86481E+42
       558    55700.0  4.49013E+39  5.31382E+42
       559    55800.0  4.89843E+39  5.80366E+42
       560    55900.0  5.34330E+39  6.33799E+42
       561    56000.0  5.82798E+39  6.92079E+42
       562    56100.0  6.35596E+39  7.55639E+42
       563    56200.0  6.93106E+39  8.24949E+42
       564    56300.0  7.55743E+39  9.00524E+42
       565    56400.0  8.23955E+39  9.82919E+42
       566    56500.0  8.98232E+39  1.07274E+43
       567    56600.0  9.79106E+39  1.17065E+43
       568    56700.0  1.06715E+40  1.27737E+43
       569    56800.0  1.16300E+40  1.39367E+43
       570    56900.0  1.26733E+40  1.52040E+43
       571    57000.0  1.38087E+40  1.65849E+43
       572    57100.0  1.50444E+40  1.80893E+43
       573    57200.0  1.63890E+40  1.97282E+43
       574    57300.0  1.78520E+40  2.15134E+43
       575    57400.0  1.94437E+40  2.34578E+43
       576    57500.0  2.11752E+40  2.55753E+43
       577    57600.0  2.30585E+40  2.78812E+43
       578    57700.0  2.51069E+40  3.03919E+43
       579    57800.0  2.73346E+40  3.31253E+43
